Product,Entity,Operation,Campaign ID,Ad Group ID,Portfolio ID,Ad ID,Keyword ID,Product Targeting ID,Campaign Name,Ad Group Name,Start Date,End Date,Targeting Type,State,Daily Budget,SKU,ASIN,Ad Group Default Bid,Bid,Keyword Text,Native Language Keyword,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression,Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,ACOS,CPC,ROAS
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,B0FKPQNGC8,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,acer nitro v 16 rtx 5070,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,intel core 9 270h gaming laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,acer nitro v 16 anv16 72,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,gaming laptop rtx 5070 16 inch,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,acer nitro v intel core 9,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,nitro v 16 rtx 5070 laptop 2025,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,acer gaming laptop rtx 5070 16 inch,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,best rtx 5070 laptop acer,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,acer nitro v 16 inch core 9 270h,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Broad,,,,enabled,,,,,0.75,acer nitro 16 rtx 5070 gaming,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,1.00,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,B0FKPQNGC8,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,acer nitro v 16 rtx 5070,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,intel core 9 270h gaming laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,acer nitro v 16 anv16 72,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,gaming laptop rtx 5070 16 inch,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,acer nitro v intel core 9,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,nitro v 16 rtx 5070 laptop 2025,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,acer gaming laptop rtx 5070 16 inch,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,best rtx 5070 laptop acer,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,acer nitro v 16 inch core 9 270h,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Phrase,,,,enabled,,,,,1.00,acer nitro 16 rtx 5070 gaming,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,1.50,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,B0FKPQNGC8,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,acer nitro v 16 rtx 5070,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,intel core 9 270h gaming laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,acer nitro v 16 anv16 72,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,gaming laptop rtx 5070 16 inch,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,acer nitro v intel core 9,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,nitro v 16 rtx 5070 laptop 2025,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,acer gaming laptop rtx 5070 16 inch,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,best rtx 5070 laptop acer,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,acer nitro v 16 inch core 9 270h,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FKPQNGC8,AG.B0FKPQNGC8.Exact,,,,enabled,,,,,1.50,acer nitro 16 rtx 5070 gaming,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,,04/01/2026,06/30/2026,Manual,paused,97.92,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,0.75,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,B0FS87YX83,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,acer nitro v gaming laptop intel,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,acer gaming laptop rtx 5070 2025,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,nitro v gaming laptop 16 inch,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,acer nitro high performance laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,gaming laptop 144hz rtx 5070,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,acer nitro v anv16 laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,best gaming laptop under 1200,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,acer nitro v 16 inch rtx laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,rtx 5070 gaming laptop acer nitro,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Broad,,,,enabled,,,,,0.75,acer laptop intel rtx 2025,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,1.00,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,B0FS87YX83,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,acer nitro v gaming laptop intel,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,acer gaming laptop rtx 5070 2025,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,nitro v gaming laptop 16 inch,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,acer nitro high performance laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,gaming laptop 144hz rtx 5070,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,acer nitro v anv16 laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,best gaming laptop under 1200,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,acer nitro v 16 inch rtx laptop,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,rtx 5070 gaming laptop acer nitro,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Phrase,,,,enabled,,,,,1.00,acer laptop intel rtx 2025,,phrase,,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,1.50,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,B0FS87YX83,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,acer nitro v gaming laptop intel,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,acer gaming laptop rtx 5070 2025,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,nitro v gaming laptop 16 inch,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,acer nitro high performance laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,gaming laptop 144hz rtx 5070,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,acer nitro v anv16 laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,best gaming laptop under 1200,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,acer nitro v 16 inch rtx laptop,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,rtx 5070 gaming laptop acer nitro,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FS87YX83,AG.B0FS87YX83.Exact,,,,enabled,,,,,1.50,acer laptop intel rtx 2025,,exact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Create,,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,,04/01/2026,06/30/2026,Manual,paused,215.43,,,,,,,,Dynamic bids - down only,,,,,,,,,,,,,,,
Sponsored Products,Ad Group,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,,0.75,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Product Ad,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,B0FN15LKGD,,,,,,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,,,0.75,acer predator helios neo 16 ai,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,,,0.75,predator helios neo rtx 5070 ti,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,,,0.75,intel core ultra 9 275hx gaming laptop,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,,,0.75,acer predator helios neo 240hz,,broad,,,,,,,,,,,,,,,,
Sponsored Products,Keyword,Create,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,,N.SP.Q22026.Notebooks.MSFTXBGP.B0FN15LKGD,AG.B0FN15LKGD.Broad,,,,enabled,,,,,0.75,predator helios neo 16 wqxga,,broad,,,,,,,,,,,,,,,,
