Date,Advertiser account ID,Advertiser account name,Entity ID,Type,Campaign ID,Campaign name,Budget currency,Impressions,Clicks,Total cost,Purchases (combined),Sales (combined)
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,27427,11,99.86,11,1438.47
19-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,0,0,0,0,0
5-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,0,0,0,0,0
27-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,310282,289,916.97,1,329.95
2-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,81759,75,455.82,2,479.9
13-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,229649,734,4740.6,9,2969.52
1-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,84817009251939,C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,USD,0,0,0,0,0
1-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,501364882562485,C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,1060,1,2.65,0,0
2-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,425328024590643,C.Keyword.Products.SB.UPS.1500units,USD,0,0,0,0,0
4-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,466,1,7.46,0,0
7-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,425759037435957,B00429N18S_SD_Conversion_AUDT-Promoted product views remarketing_cpc_20251230,USD,0,0,0,0,0
7-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,560720574941385,B00429N18S_SD_Conversion_AUDT-purchase remarketing-promoted products-key promoted products_cpc_20251230,USD,1009,4,7.29,0,0
5-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,287421757846510,C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,13454,26,104.48,0,0
9-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,318904892472489,B00429N18S_SD_Consideration_CXT-Category-Competitive brands_cpc_20251230,USD,172,0,0,0,0
3-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
24-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,165493,222,447.5,21,4855.57
6-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
19-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,85163,464,4782.2,20,4980.8
5-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,1085,21,0,10,3762.89
7-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,0,0,0,0,0
31-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,220748,336,709.68,8,1769.6
14-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,0,0,0,0,0
13-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,501364882562485,C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,193,1,0.33,0,0
23-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,256,2,5.64,2,333.85
13-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,305829,239,1026.01,35,5971.97
24-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,520121709405886,C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,USD,18690,104,336.95,5,1147.75
25-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,138042,157,253.39,14,3847.04
10-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,124438051163565,C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
6-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,12297,83,153.08,5,859.75
2-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,3,0,0,0,0
23-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,560720574941385,B00429N18S_SD_Conversion_AUDT-purchase remarketing-promoted products-key promoted products_cpc_20251230,USD,0,0,0,0,0
11-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,0,0,0,0,0
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,288879984637562,B00429N18S_SD_Consideration_CXT-Strong competitive ASIN_cpc_20251230,USD,236,1,2.97,0,0
24-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,47,0,0,0,0
13-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,10903,47,379.69,1,199.95
31-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,135086,184,908.51,2,479.9
1-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,288898439745613,B2B - N.Keyword.Products.SB.UPS.1500units,USD,6894,21,169.9,3,1245.25
3-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,425328024590643,C.Keyword.Products.SB.UPS.1500units,USD,9962,32,72.23,1,119.95
5-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
9-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,297625,158,999.2,63,10515.76
27-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,84817009251939,C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,USD,2734,14,48.47,1,341.95
21-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,425328024590643,C.Keyword.Products.SB.UPS.1500units,USD,8077,30,59.5,6,1643.6
11-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,1089,26,0,9,3555.33
26-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,14541,96,374.54,9,2230.29
10-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,13759,90,173.79,3,599.85
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,49032,209,1939.49,0,0
10-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,378661668519490,B00429N18S_SD_Consideration_AUDT-Similar products views remarketing_cpc_20251230,USD,0,0,0,0,0
8-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,4589,14,18.99,1,239.95
9-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,609,8,10.73,18,4511.33
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,98818,1652,5590.42,102,21140.65
21-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,73695,1314,4508.65,62,12806.75
29-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,462435011616528,B00429N18S_SD_Consideration_AUDT-Promoted category views remarketing_cpc_20251230,USD,130905,177,987.45,0,0
18-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
19-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,23273,23,73.24,1,164.95
4-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,335733425531216,N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,5093,40,101.37,3,2379.4
26-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,1201,26,0,2,319.9
19-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,46681,174,1233.63,7,1839.6
20-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,64,3,1.47,0,0
15-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,71631,213,653.74,26,5197.49
18-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,55676,310,2462.05,17,3575.98
3-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,51,0,0,0,0
6-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
2-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,38365855708871,C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,USD,8529,5,32.11,9,1923.68
17-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,58369,59,218.18,7,1676.65
18-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,98965,310,4657.32,22,4441.98
6-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,70370,59,312.12,5,859.7
29-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,501364882562485,C.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,399,1,6.43,0,0
13-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,15501,65,204.58,10,2953.78
29-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,57751,48,224.54,17,2841.22
19-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,54597,287,4202.88,26,5086.29
8-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,500,2,14.05,0,0
25-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,283,1,2.93,5,1639.24
28-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,516203922618177,N.Keyword.Store.SB.UPS.StoreSpotlight,USD,15674,81,244.54,11,1889.4
12-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,525,5,8.75,14,3789.84
27-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,124326,133,233.59,14,2547.34
30-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,520906012389097,B00429N18S_SD_Consideration_CXT-Similar products_cpc_20251230,USD,139165,144,915.57,0,0
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,378661668519490,B00429N18S_SD_Consideration_AUDT-Similar products views remarketing_cpc_20251230,USD,160867,181,975.43,0,0
21-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,21070,114,399.87,13,2874.3
31-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,1159,24,0,4,482.8
28-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
28-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,124438051163565,C.SD.Product.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,0,0,0,0,0
13-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,560720574941385,B00429N18S_SD_Conversion_AUDT-purchase remarketing-promoted products-key promoted products_cpc_20251230,USD,0,0,0,0,0
8-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,38365855708871,C.SD.Product.UPS.SmartAppLCD.B000XJLLKG.OR700LCDRM1U,USD,0,0,0,0,0
5-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,0,0,0,0,0
3-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,263494384088815,C.SD.Product.UPS.Ecologic.EC850LCD.B00DBAA696,USD,0,0,0,0,0
12-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,36248,73,200.93,0,0
8-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,560720574941385,B00429N18S_SD_Conversion_AUDT-purchase remarketing-promoted products-key promoted products_cpc_20251230,USD,0,0,0,0,0
4-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,1179,41,0,11,2754.4
31-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,463,2,4.11,3,399.67
17-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,410331745640501,N.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,37028,139,1090.06,1,239.95
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,422752340317837,B.Keyword.Store.SB.UPS.2026.StoreSpotlight,USD,111053,340,4839.21,25,7431.32
6-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,496257674867474,N.Keyword.Video.SB.UPS.PFCSinewave.2026.CP1500PFCLCD.B00429N19W,USD,4328,24,36.69,1,239.95
6-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,560720574941385,B00429N18S_SD_Conversion_AUDT-purchase remarketing-promoted products-key promoted products_cpc_20251230,USD,0,0,0,0,0
22-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,339355478634336,B00429N18S_SD_Consideration_AUDT-Competitive brands views remarketing_cpc_20251230,USD,102330,86,1015.96,0,0
12-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,13018,78,174.82,7,1356.85
11-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,0,0,0,0,0
30-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,62,0,0,0,0
3-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,382929702717487,B00429N18S_SD_Awareness_AUDT-Complementary category views remarketing_vcpm_20251230,USD,0,0,0,0,0
10-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,0,0,0,0,0
5-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,26575,52,212.85,0,0
18-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,362619829731385,B.Keyword.Video.SB.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,2488,16,91.69,1,239.95
31-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,335733425531216,N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,7730,71,210.94,8,1385.91
15-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,378661668519490,B00429N18S_SD_Consideration_AUDT-Similar products views remarketing_cpc_20251230,USD,0,0,0,0,0
25-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,217,1,5.2,0,0
10-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,335733425531216,N.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,7279,53,152.65,12,2625.4
29-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,298664655817372,C.Keyword.Video.SB.PFCSinewave.2026.CP1500AVRLCD3,USD,34458,261,781.64,11,2109.45
8-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,517243732232070,B.RSOV.Products.SB.UPS.1500units,USD,0,0,0,0,0
3-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,7572,53,254.52,9,1564.5
8-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,300358990869228,B.Keyword.Store.SB.UPS.StoreSpotlight,USD,609,5,8.65,15,3071.29
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,436092719312252,B.Keyword.Video.SB.UPS.2026.StoreSpotlight,USD,23143,90,1014.27,11,8671.49
19-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,170474248246250,C.SD.Product.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
28-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,293529288726869,B.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,66,1,1.01,1,60.9
28-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,84817009251939,C.Keyword.Video.SB.PFCSinewave.CP1500PFCRM2U.B0B354X985,USD,3361,25,66.46,0,0
26-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,401081905525372,C.Competitor.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,18640,51,83.1,5,1619.75
16-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,441244082318393,B00429N18S_SD_Awareness_CXT-Complementary category_vcpm_20251230,USD,128514,92,502.46,14,2245.33
27-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,288879984637562,B00429N18S_SD_Consideration_CXT-Strong competitive ASIN_cpc_20251230,USD,14,1,17.15,0,0
4-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,303378536736811,B00429N18S_SD_Consideration_AUDT-Promoted brand views remarketing_cpc_20251230,USD,0,0,0,0,0
4-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,296198269696664,C.SD.Keyword.UPS.IntelligentLCD.CP1500AVRLCD3.B0BCMLLSHL,USD,0,0,0,0,0
4-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,382929702717487,B00429N18S_SD_Awareness_AUDT-Complementary category views remarketing_vcpm_20251230,USD,0,0,0,0,0
20-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,490434522578484,C.Keyword.Video.SB.UPS.PFCSinewave.CP1500PFCLCD.B00429N19W,USD,155,0,0,0,0
26-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SB,520121709405886,C.Keyword.Video.SB.PFCSinewave.2026.CP1500PFCLCD,USD,24908,89,278.91,2,669.85
28-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,413728361555554,B00429N18S_SD_Consideration_CXT-Competitive products recommended by Xnurta_cpc_20251230,USD,908,3,12.22,0,0
21-Jan-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,617,3,4.76,3,1984.62
11-Feb-26,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,414479380999065,B00429N18S_SD_Defense_CXT-Category-Segmented category brand_vcpm_20251230,USD,0,0,0,0,0
20-Dec-25,amzn1.ads-account.g.ap8yon1iwz0h9l6rda434b6db,CyberPower,,SD,287421757846510,C.Keyword.Consumer.SD.UPS.PFCSineWave.CP1500PFCRM2U.B0B354X985,USD,14550,41,72.97,1,359.95
